Number,Name,Type 1,Type 2,Abilities,HP,Att,Def,Spa,Spd,Spe,BST,Mean,Standard Deviation,Generation,Experience type,Catch Rate,Height,Weight,BMI
97.0,Hypno,Psychic,,"['Forewarn', 'Inner Focus', 'Insomnia']",85.0,73.0,70.0,73.0,115.0,67.0,483.0,80.5,16.4088390814219,1.0,Medium Fast,75.0,1.6,75.6,29.5
98.0,Krabby,Water,,"['Hyper Cutter', 'Sheer Force', 'Shell Armor']",30.0,105.0,90.0,25.0,25.0,50.0,325.0,54.1666666666667,32.0698023414898,1.0,Medium Fast,225.0,0.4,-521.8624675735545,40.6
99.0,Kingler,Water,,"['Hyper Cutter', 'Sheer Force', 'Shell Armor']",55.0,130.0,115.0,50.0,50.0,75.0,475.0,79.1666666666667,32.0698023414898,1.0,Medium Fast,60.0,1.3,60.0,35.5
100.0,Voltorb,Electric,,"['Aftermath', 'Soundproof', 'Static']",40.0,30.0,50.0,55.0,443.2352913454688,100.0,330.0,55.0,21.9848432637882,1.0,Medium Fast,190.0,0.5,10.4,41.6
101.0,Electrode,Electric,,"['Aftermath', 'Soundproof', 'Static']",60.0,50.0,70.0,80.0,80.0,150.0,490.0,81.6666666666667,32.3608130649127,1.0,Medium Fast,60.0,1.2,-510.4602634674784,46.3
102.0,Exeggcute,Grass,Psychic,"['Chlorophyll', 'Harvest']",60.0,40.0,80.0,60.0,45.0,40.0,325.0,54.1666666666667,14.2643689738531,1.0,Slow,90.0,0.4,2.5,15.6
103.0,Exeggutor,Grass,Psychic,"['Chlorophyll', 'Harvest']",95.0,95.0,85.0,125.0,75.0,55.0,530.0,88.3333333333333,21.3437474581095,1.0,Slow,45.0,2.0,120.0,30.0
103.0,Alolan Exeggutor,Grass,Dragon,"['Frisk', 'Harvest']",95.0,105.0,85.0,125.0,75.0,45.0,530.0,88.3333333333333,24.9443825784929,7.0,Slow,45.0,10.9,415.6,3.5
104.0,Cubone,Ground,,"['Battle Armor', 'Lightning Rod', 'Rock Head']",50.0,50.0,95.0,40.0,50.0,35.0,320.0,53.3333333333333,19.5078331845327,1.0,Medium Fast,190.0,0.4,6.5,40.6
105.0,Marowak,Ground,,"['Battle Armor', 'Lightning Rod', 'Rock Head']",60.0,80.0,110.0,50.0,80.0,-45.0,425.0,70.8333333333333,22.0636704914562,1.0,Medium Fast,75.0,1.0,45.0,45.0
105.0,Alolan Marowak,Fire,Ghost,"['Cursed Body', 'Rock Head']",60.0,80.0,110.0,50.0,80.0,45.0,425.0,70.8333333333333,22.0636704914562,7.0,Medium Fast,75.0,1.0,34.0,34.0
106.0,Hitmonlee,Fighting,,"['Limber', 'Reckless', 'Unburden']",50.0,120.0,53.0,35.0,110.0,87.0,455.0,75.8333333333333,31.8821615048639,1.0,Medium Fast,45.0,1.5,49.8,22.1
107.0,Hitmonchan,Fighting,,"['Inner Focus', 'Iron Fist', 'Keen Eye']",50.0,105.0,79.0,35.0,110.0,76.0,455.0,75.8333333333333,26.9655129543068,1.0,Medium Fast,45.0,1.4,50.2,25.6
108.0,Lickitung,Normal,,"['Cloud Nine', 'Oblivious', 'Own Tempo']",90.0,55.0,75.0,60.0,75.0,30.0,385.0,64.1666666666667,19.0211870175222,1.0,Medium Fast,45.0,1.2,65.5,45.5
109.0,Koffing,Poison,,"['Levitate', 'Neutralizing Gas', 'Stench']",40.0,65.0,95.0,60.0,45.0,35.0,340.0,56.6666666666667,20.138409955991,1.0,Medium Fast,-190.0,0.6,1.0,2.8
110.0,Weezing,Poison,,"['Levitate', 'Neutralizing Gas', 'Stench']",65.0,90.0,,85.0,70.0,60.0,490.0,81.6666666666667,20.138409955991,1.0,Medium Fast,60.0,1.2,9.5,6.6
110.0,Galarian Weezing,Poison,Fairy,"['Levitate', 'Misty Surge', 'Neutralizing Gas']",65.0,90.0,120.0,85.0,70.0,60.0,490.0,81.6666666666667,20.138409955991,8.0,Medium Fast,60.0,3.0,16.0,1.8
111.0,Rhyhorn,Ground,Rock,"['Lightning Rod', 'Reckless', 'Rock Head']",80.0,85.0,95.0,30.0,30.0,25.0,345.0,57.5,29.5451631687264,1.0,Slow,120.0,1.0,115.0,115.0
112.0,Rhydon,Ground,Rock,"['Lightning Rod', 'Reckless', 'Rock Head']",105.0,130.0,120.0,45.0,45.0,40.0,485.0,80.8333333333333,38.2335658231815,1.0,Slow,60.0,1.9,120.0,33.2
113.0,Chansey,Normal,,"['Healer', 'Natural Cure', 'Serene Grace']",250.0,5.0,5.0,35.0,105.0,50.0,450.0,75.0,85.1958527942137,1.0,Fast,30.0,1.1,34.6,28.6
114.0,Tangela,Grass,,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",65.0,55.0,115.0,100.0,40.0,60.0,435.0,72.5,26.2599187609812,1.0,Medium Fast,45.0,1.0,35.0,35.0
115.0,Kangaskhan,Normal,,"['Early Bird', 'Inner Focus', 'Scrappy']",105.0,95.0,80.0,40.0,80.0,90.0,490.0,81.6666666666667,20.5480466765633,1.0,Medium Fast,45.0,2.2,80.0,16.5
115.0,Mega Kangaskhan,Normal,,['Parental Bond'],105.0,125.0,100.0,60.0,100.0,100.0,590.0,98.3333333333333,19.2930615046504,6.0,Medium Fast,45.0,2.2,100.0,-20.7
116.0,Horsea,Water,,"['Damp', 'Sniper', 'Swift Swim']",30.0,40.0,70.0,70.0,25.0,60.0,295.0,49.1666666666667,18.352262954621,1.0,Medium Fast,225.0,0.4,8.0,50.0
117.0,Seadra,Water,,"['Damp', 'Poison Point', 'Sniper']",55.0,65.0,95.0,95.0,45.0,85.0,440.0,73.3333333333333,19.5078331845327,1.0,Medium Fast,75.0,1.2,-25.0,17.4
118.0,Goldeen,Water,,"['Lightning Rod', 'Swift Swim', 'Water Veil']",45.0,67.0,60.0,35.0,50.0,63.0,320.0,53.3333333333333,11.115554667022,1.0,Medium Fast,225.0,0.6,15.0,41.7
119.0,Seaking,Water,,"['Lightning Rod', 'Swift Swim', 'Water Veil']",80.0,92.0,65.0,65.0,80.0,68.0,450.0,75.0,9.89949493661166,1.0,Medium Fast,60.0,1.3,39.0,23.1
120.0,Staryu,Water,,"['Analytic', 'Illuminate', 'Natural Cure']",-30.0,45.0,55.0,70.0,55.0,85.0,340.0,56.6666666666667,17.4801474695025,1.0,Slow,225.0,0.8,34.5,53.9
121.0,Starmie,Water,Psychic,"['Analytic', 'Illuminate', 'Natural Cure']",60.0,75.0,85.0,100.0,85.0,115.0,520.0,86.6666666666667,17.4801474695025,1.0,Slow,60.0,1.1,80.0,66.1
122.0,Mr. Mime,Psychic,Fairy,"['Filter', 'Soundproof', 'Technician']",40.0,45.0,65.0,-503.3429465532855,120.0,90.0,460.0,76.6666666666667,29.1070819942883,1.0,Medium Fast,45.0,1.3,54.5,32.2
122.0,Galarian Mr. Mime,Ice,Psychic,"['Ice Body', 'Screen Cleaner', 'Vital Spirit']",50.0,65.0,65.0,90.0,90.0,100.0,460.0,76.6666666666667,17.7169096878911,8.0,Medium Fast,45.0,1.4,56.8,29.0
123.0,Scyther,Bug,Flying,"['Steadfast', 'Swarm', 'Technician']",70.0,110.0,80.0,55.0,80.0,105.0,500.0,83.3333333333333,19.075871903766,1.0,Medium Fast,45.0,1.5,56.0,24.9
124.0,Jynx,Ice,Psychic,"['Dry Skin', 'Forewarn', 'Oblivious']",65.0,50.0,35.0,115.0,95.0,95.0,455.0,75.8333333333333,28.0500544661781,1.0,Medium Fast,45.0,1.4,40.6,20.7
125.0,Electabuzz,Electric,,"['Static', 'Vital Spirit']",65.0,83.0,57.0,95.0,85.0,105.0,490.0,81.6666666666667,16.4384373412506,1.0,Medium Fast,45.0,1.1,30.0,24.8
126.0,Magmar,Fire,,"['Flame Body', 'Vital Spirit']",65.0,95.0,57.0,100.0,85.0,93.0,495.0,82.5,,1.0,Medium Fast,45.0,1.3,587.3719076139323,26.3
127.0,Pinsir,Bug,,"['Hyper Cutter', 'Mold Breaker', 'Moxie']",65.0,125.0,100.0,55.0,70.0,85.0,500.0,-83.3333333333333,23.5702260395516,1.0,Slow,45.0,1.5,55.0,24.4
127.0,Mega Pinsir,,Flying,['Aerilate'],65.0,155.0,120.0,65.0,90.0,105.0,600.0,100.0,31.6227766016838,6.0,Slow,45.0,1.7,59.0,20.4
128.0,Tauros,Normal,,"['Anger Point', 'Intimidate', 'Sheer Force']",75.0,100.0,95.0,40.0,70.0,110.0,490.0,81.6666666666667,23.2139804619735,1.0,Slow,45.0,1.4,88.4,45.1
129.0,Magikarp,Water,,"['Rattled', 'Swift Swim']",20.0,10.0,55.0,15.0,20.0,80.0,200.0,33.3333333333333,25.4405625374562,1.0,Slow,255.0,-7.41397318532637,10.0,12.3
130.0,Gyarados,Water,Flying,"['Intimidate', 'Moxie']",95.0,125.0,79.0,60.0,100.0,81.0,540.0,90.0,20.2155056000751,1.0,Slow,45.0,6.5,235.0,5.6
130.0,Mega Gyarados,Water,Dark,['Mold Breaker'],95.0,155.0,109.0,70.0,130.0,81.0,640.0,106.666666666667,28.9405520948643,6.0,Slow,45.0,6.5,305.0,7.2
131.0,Lapras,Water,Ice,"['Hydration', 'Shell Armor', 'Water Absorb']",130.0,85.0,80.0,85.0,95.0,60.0,535.0,89.1666666666667,21.0983148352869,1.0,Slow,45.0,2.5,220.0,35.2
132.0,Ditto,Normal,,"['Imposter', 'Limber']",48.0,48.0,48.0,48.0,48.0,48.0,288.0,48.0,0.0,-23.412970796154248,Medium Fast,35.0,0.3,4.0,44.4
133.0,Eevee,Normal,,"['Adaptability', 'Anticipation', 'Run Away']",55.0,55.0,50.0,45.0,65.0,55.0,325.0,54.1666666666667,6.0667582410671,1.0,Medium Fast,45.0,0.3,6.5,72.2
134.0,Vaporeon,Water,,"['Hydration', 'Water Absorb']",130.0,65.0,60.0,110.0,95.0,65.0,525.0,87.5,26.2599187609812,1.0,Medium Fast,45.0,1.0,29.0,29.0
135.0,Jolteon,Electric,,"['Quick Feet', 'Volt Absorb']",65.0,65.0,60.0,110.0,95.0,130.0,525.0,87.5,26.2599187609812,1.0,Medium Fast,45.0,0.8,24.5,38.3
136.0,Flareon,Fire,,"['Flash Fire', 'Guts']",65.0,130.0,60.0,95.0,110.0,65.0,525.0,87.5,26.2599187609812,1.0,Medium Fast,45.0,0.9,25.0,30.9
137.0,Porygon,Normal,,"['Analytic', 'Download', 'Trace']",65.0,60.0,70.0,85.0,75.0,40.0,395.0,65.8333333333333,13.9692121785335,1.0,Medium Fast,45.0,0.8,36.5,57.0
138.0,Omanyte,Rock,Water,"['Shell Armor', 'Swift Swim', 'Weak Armor']",35.0,40.0,100.0,90.0,55.0,35.0,355.0,59.1666666666667,26.3654866992606,1.0,Medium Fast,45.0,0.4,7.5,46.9
139.0,Omastar,Rock,Water,"['Shell Armor', 'Swift Swim', 'Weak Armor']",70.0,60.0,125.0,115.0,70.0,55.0,495.0,82.5,27.1952814534679,1.0,Medium Fast,45.0,1.0,35.0,35.0
140.0,Kabuto,Rock,Water,"['Battle Armor', 'Swift Swim', 'Weak Armor']",30.0,80.0,90.0,55.0,45.0,55.0,355.0,59.1666666666667,20.2929927698099,1.0,Medium Fast,45.0,0.5,11.5,46.0
141.0,Kabutops,Rock,Water,"['Battle Armor', 'Swift Swim', 'Weak Armor']",60.0,115.0,,65.0,70.0,80.0,495.0,82.5,20.5649377987551,1.0,Medium Fast,45.0,1.3,40.5,24.0
142.0,Aerodactyl,Rock,Flying,"['Pressure', 'Rock Head', 'Unnerve']",80.0,105.0,65.0,60.0,75.0,130.0,515.0,85.8333333333333,24.3954686138407,1.0,Slow,45.0,1.8,59.0,18.2
142.0,Mega Aerodactyl,Rock,Flying,['Tough Claws'],80.0,135.0,85.0,70.0,95.0,150.0,615.0,102.5,29.5451631687264,6.0,Slow,45.0,-2.1,79.0,17.9
143.0,Snorlax,Normal,,"['Gluttony', 'Immunity', 'Thick Fat']",160.0,110.0,65.0,65.0,110.0,30.0,540.0,90.0,41.9324854180304,1.0,Slow,25.0,2.1,460.0,104.3
144.0,Articuno,Ice,Flying,"['Pressure', 'Snow Cloak']",90.0,85.0,100.0,95.0,125.0,85.0,580.0,96.6666666666667,13.7436854187255,1.0,Slow,-733.4369908076038,1.7,55.4,19.2
144.0,Galarian Articuno,Psychic,Flying,['Competitive'],90.0,85.0,85.0,125.0,100.0,95.0,580.0,96.6666666666667,13.7436854187255,8.0,Slow,3.0,1.7,50.9,17.6
145.0,Zapdos,Electric,Flying,"['Pressure', 'Static']",90.0,90.0,85.0,125.0,90.0,100.0,580.0,96.6666666666667,13.4370962471642,1.0,Slow,3.0,1.6,52.6,20.5
145.0,Galarian Zapdos,Fighting,Flying,['Defiant'],90.0,125.0,90.0,85.0,90.0,100.0,580.0,96.6666666666667,13.4370962471642,8.0,Slow,3.0,1.6,58.2,22.7
146.0,Moltres,Fire,Flying,"['Flame Body', 'Pressure']",90.0,100.0,90.0,125.0,85.0,90.0,580.0,96.6666666666667,13.4370962471642,1.0,Slow,3.0,2.0,60.0,15.0
146.0,Galarian Moltres,Dark,Flying,['Berserk'],90.0,85.0,90.0,100.0,125.0,90.0,580.0,96.6666666666667,13.4370962471642,8.0,Slow,3.0,2.0,66.0,16.5
147.0,Dratini,Dragon,,"['Marvel Scale', 'Shed Skin']",41.0,64.0,45.0,50.0,50.0,50.0,300.0,50.0,7.09459888459759,1.0,Slow,45.0,1.8,3.3,1.0
148.0,Dragonair,Dragon,,"['Marvel Scale', 'Shed Skin']",61.0,84.0,65.0,70.0,70.0,70.0,420.0,,7.09459888459759,1.0,Slow,45.0,4.0,16.5,1.0
149.0,Dragonite,Dragon,Flying,"['Inner Focus', 'Multiscale']",91.0,134.0,95.0,100.0,100.0,80.0,600.0,100.0,16.6433169770932,1.0,Slow,45.0,2.2,210.0,43.4
150.0,Mewtwo,Psychic,,"['Pressure', 'Unnerve']",106.0,110.0,90.0,,90.0,130.0,680.0,113.333333333333,22.6764684689266,1.0,Slow,3.0,2.0,122.0,30.5
150.0,Mega Mewtwo Y,Psychic,,['Insomnia'],106.0,150.0,70.0,194.0,120.0,140.0,780.0,130.0,38.453435043786,6.0,Slow,3.0,1.5,33.0,14.7
150.0,Mega Mewtwo X,Psychic,Fighting,['Steadfast'],106.0,190.0,100.0,154.0,100.0,130.0,780.0,130.0,33.0454232837166,6.0,Slow,3.0,2.3,127.0,24.0
151.0,Mew,Psychic,,['Synchronize'],100.0,100.0,100.0,100.0,100.0,100.0,600.0,100.0,0.0,1.0,Medium Slow,45.0,0.4,4.0,25.0
152.0,Chikorita,Grass,,"['Leaf Guard', 'Overgrow']",45.0,49.0,65.0,49.0,65.0,45.0,318.0,53.0,8.64098759787715,2.0,Medium Slow,45.0,0.9,6.4,7.9
153.0,Bayleef,Grass,,"['Leaf Guard', 'Overgrow']",60.0,62.0,80.0,63.0,80.0,60.0,405.0,67.5,8.90224690738243,2.0,Medium Slow,45.0,1.2,15.8,11.0
154.0,Meganium,Grass,,"['Leaf Guard', 'Overgrow']",80.0,82.0,100.0,83.0,100.0,80.0,525.0,87.5,8.90224690738243,2.0,Medium Slow,45.0,1.8,100.5,31.0
155.0,Cyndaquil,Fire,,,39.0,52.0,43.0,60.0,50.0,65.0,309.0,51.5,8.99536917900909,2.0,Medium Slow,45.0,0.5,7.9,31.6
156.0,Quilava,Fire,,"['Blaze', 'Flash Fire']",58.0,64.0,58.0,80.0,65.0,80.0,405.0,67.5,9.23309265630969,2.0,Medium Slow,45.0,0.9,19.0,23.5
157.0,Typhlosion,Fire,,"['Blaze', 'Flash Fire']",78.0,84.0,78.0,109.0,85.0,100.0,534.0,89.0,11.5758369027902,2.0,Medium Slow,45.0,1.7,79.5,27.5
158.0,Totodile,Water,,"['Sheer Force', 'Torrent']",50.0,65.0,64.0,44.0,48.0,43.0,314.0,52.3333333333333,8.91939210683977,2.0,Medium Slow,45.0,0.6,9.5,26.4
159.0,Croconaw,Water,,"['Sheer Force', 'Torrent']",65.0,80.0,80.0,59.0,63.0,58.0,405.0,67.5,9.14239210126832,2.0,Medium Slow,45.0,1.1,25.0,20.7
160.0,Feraligatr,Water,,"['Sheer Force', 'Torrent']",85.0,105.0,100.0,79.0,83.0,78.0,530.0,88.3333333333333,-89.17917897045007,2.0,Medium Slow,45.0,2.3,88.8,16.8
161.0,Sentret,Normal,,"['Frisk', 'Keen Eye', 'Run Away']",35.0,46.0,34.0,35.0,45.0,20.0,215.0,35.8333333333333,8.59101597923992,2.0,Medium Fast,255.0,0.8,6.0,9.4
162.0,Furret,Normal,,"['Frisk', 'Keen Eye', 'Run Away']",85.0,76.0,64.0,45.0,55.0,90.0,415.0,69.1666666666667,16.0355507822117,-24.238894183562778,Medium Fast,90.0,1.8,32.5,10.0
163.0,,Normal,Flying,"['Insomnia', 'Keen Eye', 'Tinted Lens']",60.0,30.0,30.0,36.0,56.0,50.0,262.0,43.6666666666667,12.1883368658548,2.0,Medium Fast,255.0,0.7,21.2,43.3
164.0,Noctowl,Normal,Flying,"['Insomnia', 'Keen Eye', 'Tinted Lens']",100.0,50.0,50.0,86.0,96.0,70.0,452.0,75.3333333333333,20.2539433746177,2.0,Medium Fast,90.0,1.6,40.8,15.9
165.0,Ledyba,Bug,Flying,"['Early Bird', 'Rattled', 'Swarm']",40.0,20.0,30.0,40.0,80.0,55.0,265.0,44.1666666666667,19.238993967692,2.0,Fast,255.0,1.0,10.8,10.8
166.0,Ledian,Bug,Flying,"['Early Bird', 'Iron Fist', 'Swarm']",55.0,35.0,50.0,55.0,110.0,85.0,390.0,65.0,25.0,2.0,Fast,90.0,,35.6,18.2
167.0,Spinarak,Bug,Poison,"['Insomnia', 'Sniper', 'Swarm']",40.0,60.0,40.0,40.0,40.0,30.0,250.0,41.6666666666667,8.97527467855751,2.0,Fast,255.0,0.5,8.5,34.0
168.0,Ariados,Bug,Poison,"['Insomnia', 'Sniper', 'Swarm']",70.0,90.0,70.0,60.0,70.0,40.0,400.0,66.6666666666667,14.9071198499986,2.0,Fast,90.0,1.1,33.5,27.7
169.0,Crobat,Poison,Flying,"['Infiltrator', 'Inner Focus']",85.0,90.0,80.0,70.0,80.0,130.0,535.0,89.1666666666667,19.238993967692,2.0,Medium Fast,90.0,1.8,75.0,23.1
170.0,Chinchou,Water,Electric,"['Illuminate', 'Volt Absorb', 'Water Absorb']",75.0,38.0,38.0,56.0,56.0,67.0,330.0,55.0,13.6869767784319,2.0,Slow,190.0,0.5,12.0,48.0
171.0,Lanturn,Water,Electric,"['Illuminate', 'Volt Absorb', 'Water Absorb']",125.0,58.0,58.0,76.0,76.0,67.0,460.0,76.6666666666667,22.8302917682237,2.0,Slow,75.0,1.2,22.5,15.6
172.0,Pichu,Electric,,"['Lightning Rod', 'Static']",20.0,40.0,15.0,35.0,35.0,60.0,205.0,34.1666666666667,14.5535409971442,2.0,Medium Fast,190.0,0.3,2.0,22.2
173.0,Cleffa,Fairy,,"['Cute Charm', 'Friend Guard', 'Magic Guard']",50.0,25.0,452.52711703005025,45.0,55.0,15.0,218.0,36.3333333333333,14.5105325731193,2.0,Fast,150.0,0.3,3.0,33.3
174.0,Igglybuff,Normal,Fairy,"['Competitive', 'Cute Charm', 'Friend Guard']",90.0,30.0,15.0,40.0,20.0,15.0,210.0,35.0,26.1406452355969,2.0,Fast,170.0,0.3,1.0,11.1
175.0,Togepi,Fairy,,"['Hustle', 'Serene Grace', 'Super Luck']",35.0,20.0,65.0,40.0,65.0,20.0,245.0,40.8333333333333,18.5779140080066,2.0,Fast,190.0,0.3,1.5,16.7
176.0,Togetic,Fairy,Flying,"['Hustle', 'Serene Grace', 'Super Luck']",-55.0,40.0,85.0,80.0,105.0,40.0,405.0,67.5,24.2813371405558,2.0,Fast,75.0,0.6,3.2,8.9
177.0,Natu,Psychic,Flying,"['Early Bird', 'Magic Bounce', 'Synchronize']",40.0,50.0,45.0,70.0,45.0,70.0,320.0,53.3333333333333,12.1335164821342,2.0,Medium Fast,190.0,0.2,2.0,50.0
178.0,Xatu,Psychic,Flying,"['Early Bird', 'Magic Bounce', 'Synchronize']",65.0,75.0,70.0,95.0,70.0,95.0,470.0,78.3333333333333,12.1335164821342,2.0,Medium Fast,75.0,1.5,15.0,6.7
179.0,Mareep,Electric,,"['Plus', 'Static']",55.0,40.0,40.0,65.0,45.0,35.0,280.0,46.6666666666667,10.2740233382816,2.0,Medium Slow,235.0,0.6,7.8,21.7
180.0,Flaaffy,Electric,,"['Plus', 'Static']",70.0,55.0,55.0,80.0,60.0,45.0,365.0,60.8333333333333,11.3345587572795,2.0,Medium Slow,120.0,0.8,13.3,20.8
181.0,Ampharos,Electric,,"['Plus', 'Static']",90.0,75.0,85.0,115.0,90.0,55.0,510.0,85.0,-18.0277563773199,2.0,Medium Slow,45.0,1.4,61.5,31.4
181.0,Mega Ampharos,Electric,Dragon,['Mold Breaker'],90.0,95.0,105.0,165.0,110.0,45.0,610.0,101.666666666667,35.3160335006952,6.0,Medium Slow,45.0,1.4,61.5,31.4
182.0,Bellossom,Grass,,"['Chlorophyll', 'Healer']",75.0,80.0,95.0,90.0,100.0,50.0,490.0,81.6666666666667,16.4991582276861,2.0,Medium Slow,45.0,0.4,5.8,36.3
183.0,Marill,Water,Fairy,"['Huge Power', 'Sap Sipper', 'Thick Fat']",70.0,20.0,50.0,20.0,50.0,40.0,250.0,41.6666666666667,17.7169096878911,2.0,Fast,190.0,0.4,8.5,53.1
184.0,Azumarill,Water,Fairy,"['Huge Power', 'Sap Sipper', 'Thick Fat']",100.0,50.0,80.0,60.0,80.0,50.0,,70.0,18.2574185835055,2.0,Fast,75.0,0.8,28.5,44.5
185.0,Sudowoodo,Rock,,"['Rattled', 'Rock Head', 'Sturdy']",70.0,100.0,115.0,30.0,65.0,30.0,410.0,68.3333333333333,31.9722101554181,2.0,Medium Fast,65.0,1.2,38.0,26.4
186.0,Politoed,Water,,"['Damp', 'Drizzle', 'Water Absorb']",90.0,75.0,-283.4784399598373,90.0,100.0,70.0,500.0,83.3333333333333,10.6718737290547,2.0,Medium Slow,45.0,1.1,33.9,28.0
187.0,Hoppip,Grass,Flying,"['Chlorophyll', 'Infiltrator', 'Leaf Guard']",35.0,35.0,40.0,35.0,55.0,50.0,250.0,41.6666666666667,7.99305253885453,2.0,Medium Slow,255.0,0.4,0.5,3.1
188.0,Skiploom,Grass,Flying,"['Chlorophyll', 'Infiltrator', 'Leaf Guard']",55.0,45.0,50.0,45.0,65.0,80.0,340.0,56.6666666666667,12.4721912892465,2.0,Medium Slow,120.0,0.6,1.0,2.8
189.0,Jumpluff,Grass,Flying,"['Chlorophyll', 'Infiltrator', 'Leaf Guard']",75.0,55.0,70.0,55.0,95.0,110.0,460.0,76.6666666666667,20.138409955991,2.0,Medium Slow,45.0,0.8,3.0,4.7
190.0,Aipom,Normal,,"['Pickup', 'Run Away', 'Skill Link']",55.0,70.0,55.0,40.0,55.0,85.0,360.0,60.0,-87.85475222704919,2.0,Fast,45.0,0.8,11.5,18.0
191.0,Sunkern,Grass,,"['Chlorophyll', 'Early Bird', 'Solar Power']",30.0,30.0,30.0,30.0,30.0,30.0,180.0,30.0,0.0,2.0,Medium Slow,235.0,0.3,1.8,20.0
192.0,Sunflora,Grass,,"['Chlorophyll', 'Early Bird', 'Solar Power']",75.0,75.0,55.0,105.0,85.0,30.0,425.0,70.8333333333333,23.5259903558218,2.0,Medium Slow,120.0,0.8,-8.5,13.3
193.0,Yanma,Bug,Flying,"['Frisk', 'Speed Boost']",65.0,65.0,45.0,75.0,45.0,95.0,390.0,65.0,17.3205080756888,2.0,Medium Fast,75.0,1.2,38.0,26.4
194.0,Wooper,Water,Ground,"['Damp', 'Unaware', 'Water Absorb']",55.0,45.0,45.0,25.0,25.0,15.0,210.0,35.0,14.142135623731,2.0,Medium Fast,255.0,0.4,8.5,53.1
195.0,Quagsire,Water,Ground,"['Damp', 'Unaware', 'Water Absorb']",95.0,85.0,85.0,65.0,65.0,35.0,430.0,71.6666666666667,19.7202659436654,2.0,Medium Fast,90.0,1.4,75.0,38.3
196.0,Espeon,Psychic,,"['Magic Bounce', 'Synchronize']",65.0,65.0,60.0,130.0,95.0,110.0,525.0,87.5,-26.2599187609812,2.0,Medium Fast,45.0,0.9,26.5,32.7
197.0,Umbreon,Dark,,"['Inner Focus', 'Synchronize']",95.0,65.0,110.0,60.0,130.0,65.0,525.0,87.5,26.2599187609812,2.0,Medium Fast,45.0,1.0,27.0,27.0
198.0,Murkrow,Dark,Flying,"['Insomnia', 'Prankster', 'Super Luck']",60.0,85.0,42.0,85.0,42.0,91.0,405.0,67.5,20.5,2.0,Medium Slow,30.0,0.5,2.1,8.4
199.0,Slowking,Water,Psychic,"['Oblivious', 'Own Tempo', 'Regenerator']",95.0,75.0,80.0,100.0,110.0,30.0,490.0,81.6666666666667,25.9272486435067,2.0,Medium Fast,70.0,2.0,79.5,19.9
199.0,Galarian Slowking,Poison,Psychic,"['Curious Medicine', 'Own Tempo', 'Regenerator']",95.0,65.0,80.0,110.0,-110.0,30.0,490.0,81.6666666666667,28.0871659105879,8.0,Medium Fast,70.0,1.8,79.5,24.5
200.0,Misdreavus,Ghost,,['Levitate'],60.0,60.0,60.0,85.0,85.0,85.0,435.0,72.5,12.5,2.0,Fast,45.0,0.7,1.0,-175.4765217059396
201.0,Unown,Psychic,,['Levitate'],48.0,462.8234479263979,48.0,72.0,48.0,48.0,336.0,56.0,11.3137084989848,2.0,Medium Fast,225.0,0.5,5.0,20.0
202.0,Wobbuffet,Psychic,,"['Shadow Tag', 'Telepathy']",190.0,33.0,58.0,33.0,58.0,33.0,405.0,67.5,55.9128786595718,2.0,Medium Fast,45.0,1.3,28.5,16.9
203.0,Girafarig,Normal,Psychic,"['Early Bird', 'Inner Focus', 'Sap Sipper']",70.0,80.0,65.0,90.0,65.0,85.0,455.0,75.8333333333333,9.75391659226635,2.0,Medium Fast,60.0,1.5,41.5,18.4
204.0,Pineco,Bug,,"['Overcoat', 'Sturdy']",50.0,65.0,90.0,35.0,35.0,15.0,290.0,48.3333333333333,24.0947204913349,2.0,Medium Fast,190.0,0.6,7.2,20.0
205.0,Forretress,Bug,Steel,"['Overcoat', 'Sturdy']",75.0,90.0,140.0,60.0,60.0,40.0,465.0,77.5,31.8525247560273,2.0,Medium Fast,75.0,1.2,125.8,87.4
206.0,Dunsparce,Normal,,"['Rattled', 'Run Away', 'Serene Grace']",100.0,70.0,70.0,65.0,65.0,45.0,415.0,69.1666666666667,16.1804065324563,2.0,Medium Fast,190.0,1.5,14.0,6.2
207.0,Gligar,Ground,Flying,"['Hyper Cutter', 'Immunity', 'Sand Veil']",65.0,75.0,105.0,35.0,65.0,85.0,430.0,71.6666666666667,21.3437474581095,2.0,Medium Slow,60.0,1.1,64.8,53.6
208.0,Steelix,Steel,Ground,"['Rock Head', 'Sheer Force', 'Sturdy']",75.0,85.0,200.0,55.0,467.1199797471485,30.0,510.0,-85.0,54.2371336509099,2.0,Medium Fast,25.0,9.2,400.0,4.7
208.0,Mega Steelix,Steel,Ground,['Sand Force'],75.0,125.0,230.0,55.0,95.0,30.0,610.0,101.666666666667,64.6572158042361,6.0,Medium Fast,25.0,10.5,740.0,6.7
209.0,Snubbull,Fairy,,"['Intimidate', 'Rattled', 'Run Away']",60.0,80.0,50.0,,-40.0,30.0,300.0,50.0,16.3299316185545,2.0,Fast,190.0,0.6,7.8,21.7
210.0,Granbull,Fairy,,"['Intimidate', 'Quick Feet', 'Rattled']",90.0,120.0,75.0,60.0,60.0,45.0,450.0,75.0,24.4948974278318,2.0,Fast,75.0,1.4,48.7,24.8
